parent,name,scientific,rank,image_url
Schildzecken,Buntzecken,Dermacentor,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Dermacentor_reticulatus_M_070825.jpg/120px-Dermacentor_reticulatus_M_070825.jpg
Buntzecken,Schafzecken,Dermacentor marginatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Dermacentor_marginatus.JPG/120px-Dermacentor_marginatus.JPG
Buntzecken,Wiesenzecke,Dermacentor reticulatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Dermacentor_reticulatus_M_070825.jpg/120px-Dermacentor_reticulatus_M_070825.jpg
Schildzecken,Lone-Star-Zecke,Amblyomma americanum,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Amblyomma_americanum_tick.jpg/120px-Amblyomma_americanum_tick.jpg
Schildzecken,Braune Hundezecke,Rhipicephalus sanguineus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Rhipicephalus_sanguineus.jpg/120px-Rhipicephalus_sanguineus.jpg
Spinnentiere,Webspinnen,Araneae,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Spiders_Diversity.jpg/120px-Spiders_Diversity.jpg
Webspinnen,Vogelspinnenartige,Mygalomorphae,Unterordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Psalmopoeus_irminia_2.jpg/120px-Psalmopoeus_irminia_2.jpg
Vogelspinnenartige,Röhrenvogelspinnen,Hexathelidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Female_Banded_tunnelweb_spider_%28Hexathele_hochstetteri%29_-_%281%29.jpg/120px-Female_Banded_tunnelweb_spider_%28Hexathele_hochstetteri%29_-_%281%29.jpg
Vogelspinnenartige,Doppelschwanzspinnen,Dipluridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Linothele_fg02.jpg/120px-Linothele_fg02.jpg
Vogelspinnenartige,Braune Falltürspinnen,Nemesiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Acanthogonatus_fg01.jpg/120px-Acanthogonatus_fg01.jpg
Vogelspinnenartige,Vogelspinnen,Theraphosidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Tarantula_020.jpg/120px-Tarantula_020.jpg
Vogelspinnen,Theraphosinae,Theraphosinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/G_rosea_080804_%282%29a.JPG/120px-G_rosea_080804_%282%29a.JPG
Theraphosinae,Weissknievogelspinne,Acanthoscurria geniculata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Acanthoscurria_geniculata_-_adult_female_in_terrarium_1.jpg/120px-Acanthoscurria_geniculata_-_adult_female_in_terrarium_1.jpg
Theraphosinae,Aphonopelma johnnycashi,Aphonopelma johnnycashi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Aphonopelma_johnnycashi_male.jpg/120px-Aphonopelma_johnnycashi_male.jpg
Theraphosinae,Mexikanische Rotknie-Vogelspinne,Brachypelma smithi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Brachypelma_smithi_2009_G09.jpg/120px-Brachypelma_smithi_2009_G09.jpg
Theraphosinae,Braune Haitivogelspinne,Phormictopus cancerides,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Phormictopus_cancerides_cancerides_06.JPG/120px-Phormictopus_cancerides_cancerides_06.JPG
Vogelspinnen,Aviculariinae,Aviculariinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Pachistopelma_rufonigrum_female_-_ZooKeys-230-001-g008.png/120px-Pachistopelma_rufonigrum_female_-_ZooKeys-230-001-g008.png
Aviculariinae,Gemeine Vogelspinne,Avicularia avicularia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/AVICULARIA_AVICULARIA.JPG/120px-AVICULARIA_AVICULARIA.JPG
Aviculariinae,Martinique-Baumvogelspinne,Caribena versicolor,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Caribena-versicolor-subadult.jpg/120px-Caribena-versicolor-subadult.jpg
Aviculariinae,Goldstreifen-Vogelspinne,Ephebopus murinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Skeleton_tarantula.jpg/120px-Skeleton_tarantula.jpg
Vogelspinnen,Ornithoctoninae,Ornithoctoninae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Haplopelma_lividum.jpg/120px-Haplopelma_lividum.jpg
Ornithoctoninae,Blaue Burma-Vogelspinne,Cyriopagopus lividus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/FemaleH.lividum.JPG/120px-FemaleH.lividum.JPG
Ornithoctoninae,Gestreifte Thai-Vogelspinne,Cyriopagopus albostriatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/HAPLOPELMA_ALBOSTRIATUM_HEMBRA_ADULTA.jpg/120px-HAPLOPELMA_ALBOSTRIATUM_HEMBRA_ADULTA.jpg
Ornithoctoninae,Blaua Malaysia-Vogelspinne,Omothymus violaceopes,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Singapore_blue.jpg/120px-Singapore_blue.jpg
Vogelspinnen,Stromatopelminae,Stromatopelminae,Unterfamilie,not_found
Stromatopelminae,Afrikanische Baumvogelspinne,Heteroscodra maculata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Heteroscodra_Maculata.png/120px-Heteroscodra_Maculata.png
Vogelspinnen,Poecilotheriinae,Poecilotheriinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/P_regalis.JPG/120px-P_regalis.JPG
Poecilotheriinae,Blaue Ornament-Vogelspinne,Poecilotheria metallica,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Poecilotheria_metallica_-_juvenile_male.jpg/120px-Poecilotheria_metallica_-_juvenile_male.jpg
Poecilotheriinae,Tigervogelspinne,Poecilotheria regalis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Spiders_Genova_-_Poecilotheria_regalis_2.jpg/120px-Spiders_Genova_-_Poecilotheria_regalis_2.jpg
Vogelspinnenartige,Tapezierspinnen,Atypidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Sphodros_rufipes.JPG/120px-Sphodros_rufipes.JPG
Tapezierspinnen,Atypus,Atypus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Atypus_karschi.jpg/120px-Atypus_karschi.jpg
Atypus,Gemeine Tapezierspinne,Atypus affinis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Atypus_affinis.jpg/120px-Atypus_affinis.jpg
Atypus,Pechschwarze Tapezierspinne,Atypus piceus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Atypus_piceus_side.JPG/120px-Atypus_piceus_side.JPG
Vogelspinnenartige,Eigentliche Falltürspinnen,Ctenizidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Stasimopus_fg01.jpg/120px-Stasimopus_fg01.jpg
Eigentliche Falltürspinnen,Cteniza sauvagesi,Cteniza sauvagesi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Corsican_Trapdoor_Spider_%28Cteniza_sauvagesi%29_%2816586173944%29.jpg/120px-Corsican_Trapdoor_Spider_%28Cteniza_sauvagesi%29_%2816586173944%29.jpg
Webspinnen,Echte Webspinnen,Araneomorphae,Unterordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Salticus_scenicus_with_a_fly_V.jpg/120px-Salticus_scenicus_with_a_fly_V.jpg
Echte Webspinnen,Radnetzspinnen,Araneoidea,Überfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/AaurantiaQtr.jpg/120px-AaurantiaQtr.jpg
Radnetzspinnen,Echte Radnetzspinnen,Araneidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kreuzspinne1.jpg/120px-Kreuzspinne1.jpg
Echte Radnetzspinnen,Kreuzspinnen,Araneus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Araneus_diadematus%2C_Livorno_1.JPG/120px-Araneus_diadematus%2C_Livorno_1.JPG
Kreuzspinnen,Gartenkreuzspinne,Araneus diadematus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Araneus_diadematus_7.jpg/120px-Araneus_diadematus_7.jpg
Kreuzspinnen,Vierfleckkreuzspinne,Araneus quadratus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Araneus_quadratus_070825.jpg/120px-Araneus_quadratus_070825.jpg
Kreuzspinnen,Marmorierte Kreuzspinne,Araneus marmoreus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Marbled_Orb_Weaver.jpg/120px-Marbled_Orb_Weaver.jpg
Kreuzspinnen,Riesenkreuzspinne,Araneus grossus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Araneus.grossus.8068.jpg/120px-Araneus.grossus.8068.jpg
Echte Radnetzspinnen,Wespenspinne,Argiope bruennichi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Argiope_bruennichi_08Oct10.jpg/120px-Argiope_bruennichi_08Oct10.jpg
Radnetzspinnen,Kugelspinnen,Theridiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Steatoda_bipunctata_female_%28aka%29.jpg/120px-Steatoda_bipunctata_female_%28aka%29.jpg
Kugelspinnen,Fettspinnen,Steatoda,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Steatoda_bipunctata_female_%28aka%29.jpg/120px-Steatoda_bipunctata_female_%28aka%29.jpg
Fettspinnen,Gewöhnliche Fettspinne,Steatoda bipunctata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Steatoda_bipunctata_female_%28aka%29.jpg/120px-Steatoda_bipunctata_female_%28aka%29.jpg
Fettspinnen,Falsche Schwarze Witwe,Steatoda paykulliana,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/False_Widow_Spider_%28Steatoda_paykulliana%29_%2814373246443%29.jpg/120px-False_Widow_Spider_%28Steatoda_paykulliana%29_%2814373246443%29.jpg
Kugelspinnen,Echte Witwen,Latrodectus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Latrodectus_tridecimguttatus.jpg/120px-Latrodectus_tridecimguttatus.jpg
Echte Witwen,Europäische Schwarze Witwe,Latrodectus tredecimguttatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Latrodectus_tredecimguttatus_habitus.JPG/120px-Latrodectus_tredecimguttatus_habitus.JPG
Echte Witwen,Rotrückenspinne,Latrodectus hasselti,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Redback_frontal_view.jpg/120px-Redback_frontal_view.jpg
Kugelspinnen,Diebsspinnen,Argyrodes,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Argyrodes_flavescens_1.jpg/120px-Argyrodes_flavescens_1.jpg
Diebsspinnen,Diebsspinne,Argyrodes argyrodes,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Argyrodes_argyrodes_1.jpg/120px-Argyrodes_argyrodes_1.jpg
Kugelspinnen,Gewöhnliche Ovalspinne,Enoplognatha ovata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/%28MHNT%29_Enoplognatha_ovata_on_Daucus_carota.jpg/120px-%28MHNT%29_Enoplognatha_ovata_on_Daucus_carota.jpg
Radnetzspinnen,Streckerspinnen,Tetragnathidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Metellina_mengei_%28aka%29.jpg/120px-Metellina_mengei_%28aka%29.jpg
Streckerspinnen,Gemeine Streckerspinne,Tetragnatha extensa,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Tetragnatha.extensa.female.jpg/120px-Tetragnatha.extensa.female.jpg
Radnetzspinnen,Baldachinspinnen,Linyphiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Linyphia_triangularis_W_070903.jpg/120px-Linyphia_triangularis_W_070903.jpg
Baldachinspinnen,Schwarze Glücksspinne,Erigone atra,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Erigone_atra_male.jpg/120px-Erigone_atra_male.jpg
Radnetzspinnen,Seidenspinnen (F),Nephilidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Nephila_inaurata_dsc07682.jpg/120px-Nephila_inaurata_dsc07682.jpg
Seidenspinnen (F),Seidenspinnen,Nephila,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Seidenspinne_gattung_nephila.jpg/120px-Seidenspinne_gattung_nephila.jpg
Seidenspinnen (F),Goldene Seidenspinne,Trichonephila clavipes,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/DirkvdM_Nephila_clavipes.jpg/120px-DirkvdM_Nephila_clavipes.jpg
Echte Webspinnen,Dornfingerspinnen,Cheiracanthiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Cheiracanthium.eutittha.female.-.tanikawa.jpg/120px-Cheiracanthium.eutittha.female.-.tanikawa.jpg
Dornfingerspinnen,Echte Dornfinger,Cheiracanthium,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Cheiracanthium_punctorium_070916.jpg/120px-Cheiracanthium_punctorium_070916.jpg
Echte Dornfinger,Ammen-Dornfinger,Cheiracanthium punctorium,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Cheiracanthium_punctorium_W_070920.jpg/120px-Cheiracanthium_punctorium_W_070920.jpg
Echte Webspinnen,Kräuselspinnen,Dictynidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Nigma_walckenaeri_1.jpg/120px-Nigma_walckenaeri_1.jpg
Kräuselspinnen,Gemeine Kräuselspinne,Dictyna arundinacea,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Dictyna_arundinacea.jpg/120px-Dictyna_arundinacea.jpg
Kräuselspinnen,Grüne Kräuselspinne,Nigma walckenaeri,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Nigma_walckenaeri_1.jpg/120px-Nigma_walckenaeri_1.jpg
Kräuselspinnen,Wasserspinne,Argyroneta aquatica,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Argyroteta_aquatica_M%C3%A4nnchen.jpg/120px-Argyroteta_aquatica_M%C3%A4nnchen.jpg
Echte Webspinnen,Wolfsspinnenartige,Lycosoidea,Überfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Wolf_spider_attack_position.jpg/120px-Wolf_spider_attack_position.jpg
Wolfsspinnenartige,Wolfsspinnen,Lycosidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/%D0%A2%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D1%83%D0%BB_%D0%BF%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE%D1%80%D1%83%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0_2.jpg/120px-%D0%A2%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D1%83%D0%BB_%D0%BF%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE%D1%80%D1%83%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0_2.jpg
Wolfsspinnen,Lycosa,Lycosa,Gattung,not_found
Lycosa,Apulische Tarantel,Lycosa tarantula,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Lycosa_tarantula_03_by-dpc.jpg/120px-Lycosa_tarantula_03_by-dpc.jpg
Lycosa,Südrussische Tarantel,Lycosa singoriensis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/%D0%A2%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D1%83%D0%BB_%D0%BF%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE%D1%80%D1%83%D1%81%D1%8C%D0%BA%D0%B8%D0%B9.jpg/120px-%D0%A2%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D1%83%D0%BB_%D0%BF%D1%96%D0%B2%D0%B4%D0%B5%D0%BD%D0%BD%D0%BE%D1%80%D1%83%D1%81%D1%8C%D0%BA%D0%B8%D0%B9.jpg
Wolfsspinnen,Hogna,Hogna,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Hogna_radiata_%28AF%29-left_01.png/120px-Hogna_radiata_%28AF%29-left_01.png
Hogna,Schwarzbäuchige Tarantel,Hogna radiata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/500px_photo_%2836086562%29.jpeg/120px-500px_photo_%2836086562%29.jpeg
Hogna,Deserta-Tarantel,Hogna ingens,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Hogna_ingens.jpg/120px-Hogna_ingens.jpg
Wolfsspinnen,Trauerwolfsspinne,Pardosa lugubris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Pardosa_lugubris_%28Walckenaer%2C_1802%29.JPG/120px-Pardosa_lugubris_%28Walckenaer%2C_1802%29.JPG
Wolfsspinnenartige,Kräuseljagdspinnen,Zoropsidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Zoropsis_spinimana.jpg/120px-Zoropsis_spinimana.jpg
Kräuseljagdspinnen,Nosferatu-Spinne,Zoropsis spinimana,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Zoropsis_spinimana.jpg/120px-Zoropsis_spinimana.jpg
Wolfsspinnenartige,Jagdspinnen,Pisauridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Pisaura_mirabilis_fg01.JPG/120px-Pisaura_mirabilis_fg01.JPG
Jagdspinnen,Listspinne,Pisaura mirabilis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Pisaura_mirabilis_03_%28MK%29.jpg/120px-Pisaura_mirabilis_03_%28MK%29.jpg
Jagdspinnen,Gerandete Jagdspinne,Dolomedes fimbriatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Gerandete_Jagdspinne_%28Dolomedes_fimbriatus%29.jpg/120px-Gerandete_Jagdspinne_%28Dolomedes_fimbriatus%29.jpg
Echte Webspinnen,Trichterspinnen,Agelenidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Trichterspinne_Nahaufnahme.jpg/120px-Trichterspinne_Nahaufnahme.jpg
Trichterspinnen,Kleine Winkelspinnen,Tegenaria,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Winkelpinne.jpg/120px-Winkelpinne.jpg
Kleine Winkelspinnen,Hauswinkelspinne,Tegenaria domestica,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Tegenaria_domestica-f.jpg/120px-Tegenaria_domestica-f.jpg
Kleine Winkelspinnen,Rostrote Winkelspinne,Tegenaria ferruginea,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Malthonica_ferruginea%2C_bonte_trechterspin.jpg/120px-Malthonica_ferruginea%2C_bonte_trechterspin.jpg
Kleine Winkelspinnen,Mauerwinkelspinne,Tegenaria parietina,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Edn_tegenaria_parietina_D1150.jpg/120px-Edn_tegenaria_parietina_D1150.jpg
Trichterspinnen,Bodentrichterspinnen,Coelotes,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Coelotes_atropos_female_dorsal.jpg/120px-Coelotes_atropos_female_dorsal.jpg
Bodentrichterspinnen,Westliche Bodentrichterspinne,Coelotes atropos,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Coelotes_atropos_female_dorsal.jpg/120px-Coelotes_atropos_female_dorsal.jpg
Bodentrichterspinnen,Gewöhnliche Bodentrichterspinne,Coelotes terrestris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Erdfinsterspinne_Coelotes_terrestris.jpg/120px-Erdfinsterspinne_Coelotes_terrestris.jpg
Echte Webspinnen,Springspinnen,Salticidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/PlatycryptusUndatusFemale.jpg/120px-PlatycryptusUndatusFemale.jpg
Springspinnen,Zebraspringspinnen,Salticus,Gattung,not_found
Zebraspringspinnen,Mauer-Zebraspringspinne,Salticus scenicus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Salticus_scenicus_with_a_fly_V.jpg/120px-Salticus_scenicus_with_a_fly_V.jpg
Zebraspringspinnen,Holz-Zebraspringspinne,Salticus cingulatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Salticus_cingulatus_Zabrze.jpg/120px-Salticus_cingulatus_Zabrze.jpg
Springspinnen,Kupfrige Sonnenspringspinne,Heliophanus cupreus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Heliophanus_cupreus.jpg/120px-Heliophanus_cupreus.jpg
Springspinnen,Ameisenspringspinne,Myrmarachne formicaria,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Myrmarachne.formicaria.male.3.jpg/120px-Myrmarachne.formicaria.male.3.jpg
Springspinnen,Goldaugenspringspinne,Philaeus chrysops,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Philaeus_chrysops.jpg/120px-Philaeus_chrysops.jpg
Echte Webspinnen,Zitterspinnen,Pholcidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Gro%C3%9Fe_Zitterspinne_%28Pholcus_phalangioides%29.jpg/120px-Gro%C3%9Fe_Zitterspinne_%28Pholcus_phalangioides%29.jpg
Zitterspinnen,Pholcus,Pholcus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Gro%C3%9Fe_Zitterspinne_%28Pholcus_phalangioides%29.jpg/120px-Gro%C3%9Fe_Zitterspinne_%28Pholcus_phalangioides%29.jpg
Pholcus,Grosse Zitterspinne,Pholcus phalangioides,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pholcus.phalangioides.6909.jpg/120px-Pholcus.phalangioides.6909.jpg
Pholcus,Kleine Zitterspinne,Pholcus opilionoides,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Pholcus_opilionoides.jpg/120px-Pholcus_opilionoides.jpg
Echte Webspinnen,Krabbenspinnen,Thomisidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Xysticus.spec.6891.jpg/120px-Xysticus.spec.6891.jpg
Krabbenspinnen,Veränderliche Krabbenspinne,Misumena vatia,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Misumena_vatia_female_Luc_Viatour_1.jpg/120px-Misumena_vatia_female_Luc_Viatour_1.jpg
Echte Webspinnen,Fischernetzspinnen,Segestriidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Ara%C3%B1a_Mandaio.07-0-2006.jpg/120px-Ara%C3%B1a_Mandaio.07-0-2006.jpg
Fischernetzspinnen,Gewöhnliche Fischernetzspinne,Segestria senoculata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Segestria_senoculata_05.JPG/120px-Segestria_senoculata_05.JPG
Echte Webspinnen,Sechsaugenspinnen,Dysderidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Dysdera_fg01.jpg/120px-Dysdera_fg01.jpg
Sechsaugenspinnen,Grosser Asseljäger,Dysdera crocata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Dysdera_crocata.jpg/120px-Dysdera_crocata.jpg
Echte Webspinnen,Röhrenspinnen,Eresidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Eresus_fg03.jpg/120px-Eresus_fg03.jpg
Röhrenspinnen,Rote Röhrenspinne,Eresus kollari,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Eresus_fg04.jpg/120px-Eresus_fg04.jpg
Spinnentiere,Geisselspinnen,Amblypygi,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Phrynus_mexicanus_%28Marshal_Hedin%29.jpg/120px-Phrynus_mexicanus_%28Marshal_Hedin%29.jpg
Spinnentiere,Weberknechte,Opiliones,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Opiliones_harvestman.jpg/120px-Opiliones_harvestman.jpg
Weberknechte,Schneider,Phalangiidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Opiliones_harvestman.jpg/120px-Opiliones_harvestman.jpg
Schneider,Opilio,Opilio,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Weberknecht_mit_lange_Kiefertaster.jpg/120px-Weberknecht_mit_lange_Kiefertaster.jpg
Opilio,Wandkanker,Opilio parietinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Opilio_parietinus_F_-_Limburg20130716_0117.jpg/120px-Opilio_parietinus_F_-_Limburg20130716_0117.jpg
Opilio,Apenninenkanker,Opilio canestrinii,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Opilio_canestrinii_Ziano_04.jpg/120px-Opilio_canestrinii_Ziano_04.jpg
Schneider,Hornweberknecht,Phalangium opilio,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Phalangium_opilio_bl.JPG/120px-Phalangium_opilio_bl.JPG
Schneider,Höhlenlangbein,Amilenus aurantiacus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Amilenus_aurantiacus_100933472.jpg/120px-Amilenus_aurantiacus_100933472.jpg
